% 1. Title: Dataset Sintético para la Predicción de Compra de Boletas (10000 instancias) con Descuento e Historial Categórico
% 2. Sources:
%    (a) Original Owners: Generado sintéticamente para fines de demostración
%    (b) Donor of Database: Gemini AI
%    (c) Date Received: 7 de mayo de 2025
% 3. Past Usage:
%    Este dataset sintético se genera para demostrar la estructura de datos para la predicción de compra de boletas, incluyendo uso de descuento previo e historial de compras categórico. Se puede utilizar para entrenar modelos de clasificación.
% 4. Relevant Information:
%    Este dataset contiene información sobre usuarios y sus interacciones con una plataforma de venta de boletas. El objetivo es predecir si un usuario específico realizará una compra de boleta (variable 'Compra_Boleta'). Los atributos incluyen información demográfica, comportamiento en la plataforma, preferencias y el uso de descuentos previos.
% 5. Number of Instances: 10000
% 6. Number of Attributes: 10 plus class
% 7. For Each Attribute:
%    1. ID_Usuario: Identificador único del usuario (numérico)
%    2. Edad: Edad del usuario en años (numérico)
%    3. Genero: Género del usuario (categórico: Masculino, Femenino, Otro)
%    4. Historial_Compras: Nivel de historial de compras (categórico: Bajo, Medio, Alto)
%    5. Frecuencia_Visitas_Sitio: Visitas al sitio en el último mes (numérico)
%    6. Tiempo_Navegacion_Promedio: Tiempo promedio de navegación en minutos (numérico)
%    7. Interes_Categoria: Categoría de eventos de interés (categórico)
%    8. Dispositivo_Acceso: Dispositivo principal de acceso (categórico)
%    9. Recibio_Notificacion: Indica si recibió notificación reciente (numérico: 0=No, 1=Sí)
%    10. Uso_Descuento_Previo: Indica si usó un descuento en compras previas (numérico: 0=No, 1=Sí)
%    11. Compra_Boleta: Variable de clase (numérico: 0=No compró, 1=Compró)
% 8. Missing Attribute Values: None
% 9. Class Distribution: (aproximado)
%    Clase Valor   Número de Instancias (aproximado)
%    0             ~6500
%    1             ~3500
% 10. Brief statistical analysis: (aproximado)
%     Attribute number:             Mean:    Standard Deviation:
%     2. Edad:                     ~38       ~14
%     5. Frecuencia_Visitas_Sitio: ~4.5      ~5
%     6. Tiempo_Navegacion_Promedio: ~12      ~8
%     10. Uso_Descuento_Previo:    ~0.3 (aproximado)
@relation compra_boleta_prediccion_con_descuento
@attribute 'ID_Usuario' numeric
@attribute 'Edad' numeric
@attribute 'Genero' {Masculino,Femenino,Otro}
@attribute 'Historial_Compras' {Bajo,Medio,Alto}
@attribute 'Frecuencia_Visitas_Sitio' numeric
@attribute 'Tiempo_Navegacion_Promedio' numeric
@attribute 'Interes_Categoria' {Conciertos,Deportes,Teatro,Cine,Otro}
@attribute 'Dispositivo_Acceso' {Desktop,Mobile,Tablet}
@attribute 'Recibio_Notificacion' {0,1}
@attribute 'Uso_Descuento_Previo' {0,1}
@attribute 'Compra_Boleta' {0,1}
@data
3986,37,Otro,Bajo,2,2.5,Deportes,Mobile,0,0,0
3987,41,Otro,Medio,0,2.5,Conciertos,Mobile,1,1,0
3988,32,Masculino,Medio,2,4.2,Cine,Mobile,0,1,0
3989,22,Otro,Bajo,7,13.2,Conciertos,Mobile,1,1,0
3990,18,Femenino,Bajo,5,6.3,Teatro,Mobile,0,0,0
3991,39,Otro,Medio,3,10.9,Cine,Mobile,1,1,0
3992,41,Otro,Medio,0,4.0,Cine,Mobile,0,0,0
3993,40,Femenino,Medio,1,0.5,Otro,Mobile,0,1,0
3994,29,Femenino,Bajo,5,27.8,Deportes,Mobile,0,0,0
3995,36,Masculino,Bajo,5,4.6,Otro,Mobile,0,0,0
3996,36,Masculino,Bajo,1,7.2,Conciertos,Mobile,0,1,0
3997,36,Femenino,Bajo,2,1.1,Otro,Mobile,1,1,0
3998,46,Femenino,Medio,4,7.2,Teatro,Mobile,0,1,0
3999,43,Masculino,Bajo,2,6.1,Teatro,Tablet,0,0,0
4000,55,Femenino,Medio,0,2.1,Deportes,Tablet,1,1,0
4001,29,Masculino,Bajo,6,1.2,Teatro,Mobile,0,1,0
4002,59,Masculino,Bajo,0,8.7,Cine,Desktop,0,0,0
4003,34,Masculino,Medio,3,16.1,Cine,Mobile,0,1,0
4004,55,Masculino,Medio,0,3.9,Otro,Desktop,1,0,0
4005,31,Otro,Bajo,5,1.9,Cine,Mobile,0,1,1
4006,36,Femenino,Bajo,2,9.8,Otro,Mobile,0,0,0
4007,41,Masculino,Bajo,1,0.5,Cine,Tablet,0,1,0
4008,42,Masculino,Medio,1,7.3,Cine,Desktop,1,0,0
4009,48,Otro,Medio,2,5.9,Conciertos,Desktop,0,1,0
4010,23,Masculino,Bajo,2,11.3,Cine,Mobile,0,1,0
4011,57,Femenino,Medio,1,4.6,Cine,Desktop,0,1,0
4012,33,Femenino,Bajo,3,6.0,Teatro,Mobile,0,1,1
4013,40,Otro,Medio,0,1.1,Otro,Desktop,0,1,0
4014,22,Masculino,Bajo,3,1.4,Deportes,Mobile,1,0,0
4015,24,Femenino,Bajo,0,0.5,Otro,Mobile,1,0,0
4016,59,Masculino,Bajo,1,1.3,Teatro,Desktop,0,1,0
4017,35,Femenino,Bajo,3,0.0,Deportes,Mobile,0,1,0
4018,29,Otro,Bajo,4,0.5,Conciertos,Mobile,0,0,1
4019,44,Masculino,Medio,1,8.5,Deportes,Desktop,0,1,1
4020,43,Otro,Medio,2,1.1,Otro,Desktop,0,1,0
4021,41,Femenino,Bajo,8,5.3,Teatro,Desktop,0,0,1
4022,25,Masculino,Bajo,5,5.6,Deportes,Mobile,1,1,1
4023,51,Masculino,Medio,0,0.8,Otro,Mobile,0,1,0
4024,33,Masculino,Medio,3,2.1,Teatro,Tablet,0,1,0
4025,25,Masculino,Bajo,5,6.7,Deportes,Mobile,0,1,0
4026,43,Otro,Medio,3,3.9,Teatro,Tablet,0,1,0
4027,27,Femenino,Bajo,2,3.7,Deportes,Tablet,0,1,0
4028,30,Femenino,Bajo,3,3.5,Conciertos,Tablet,1,0,0
4029,37,Otro,Medio,2,7.2,Deportes,Desktop,0,1,0
4030,43,Femenino,Medio,2,5.3,Conciertos,Mobile,0,1,0
4031,41,Otro,Medio,0,6.3,Teatro,Tablet,1,1,1
4032,31,Femenino,Bajo,7,0.2,Cine,Mobile,1,1,0
4033,18,Masculino,Medio,4,14.9,Cine,Mobile,0,1,0
4034,36,Otro,Medio,1,9.7,Teatro,Mobile,0,1,0
4035,35,Femenino,Medio,4,17.0,Cine,Desktop,1,1,0
4036,55,Masculino,Medio,2,9.8,Deportes,Tablet,0,1,0
4037,20,Masculino,Medio,4,2.2,Deportes,Mobile,1,0,0
4038,42,Otro,Medio,1,1.2,Otro,Tablet,0,1,0
4039,60,Masculino,Medio,1,2.4,Otro,Desktop,0,0,0
4040,34,Otro,Medio,3,2.9,Deportes,Tablet,0,0,0
4041,34,Masculino,Medio,0,0.6,Conciertos,Tablet,0,1,0
4042,43,Femenino,Medio,1,0.1,Otro,Tablet,0,0,0
4043,43,Femenino,Bajo,5,6.7,Teatro,Tablet,0,0,0
4044,52,Masculino,Medio,0,3.6,Cine,Tablet,0,0,0
4045,30,Femenino,Bajo,3,4.2,Teatro,Mobile,0,1,0
4046,33,Femenino,Medio,4,13.9,Teatro,Mobile,0,1,0
4047,48,Masculino,Medio,0,10.8,Conciertos,Desktop,1,0,0
4048,18,Masculino,Bajo,0,2.2,Deportes,Mobile,1,0,0
4049,23,Masculino,Bajo,8,16.3,Conciertos,Mobile,0,1,0
4050,43,Otro,Medio,0,2.2,Cine,Desktop,0,0,1
4051,64,Masculino,Medio,4,0.1,Conciertos,Mobile,1,0,0
4052,30,Femenino,Medio,5,5.4,Teatro,Mobile,1,0,0
4053,38,Otro,Medio,1,3.3,Teatro,Mobile,0,1,1
4054,59,Masculino,Medio,1,0.6,Otro,Desktop,0,0,1
4055,51,Otro,Medio,0,0.6,Otro,Desktop,0,1,0
4056,33,Masculino,Bajo,0,2.3,Deportes,Desktop,0,1,0
4057,18,Otro,Bajo,6,5.3,Cine,Mobile,0,0,0
4058,35,Femenino,Bajo,6,2.1,Conciertos,Tablet,0,0,0
4059,64,Otro,Alto,1,29.7,Otro,Desktop,0,0,0
4060,61,Masculino,Medio,0,0.5,Conciertos,Tablet,0,0,0
4061,48,Otro,Medio,3,27.2,Cine,Tablet,0,0,1
4062,32,Otro,Bajo,5,21.6,Cine,Mobile,1,0,1
4063,38,Otro,Medio,0,3.7,Otro,Mobile,0,1,0
4064,22,Masculino,Bajo,1,0.5,Conciertos,Mobile,0,1,0
4065,20,Masculino,Medio,1,6.0,Conciertos,Mobile,0,0,0
4066,18,Otro,Medio,5,11.5,Deportes,Mobile,0,0,0
4067,18,Otro,Bajo,2,12.3,Conciertos,Mobile,0,1,0
4068,58,Femenino,Medio,1,3.5,Deportes,Desktop,0,0,0
4069,34,Otro,Medio,4,2.6,Conciertos,Mobile,0,1,0
4070,45,Femenino,Medio,1,2.2,Teatro,Tablet,0,1,0
4071,62,Femenino,Medio,1,2.7,Otro,Desktop,1,1,0
4072,52,Femenino,Medio,0,0.6,Cine,Tablet,0,1,0
4073,43,Otro,Bajo,1,0.5,Deportes,Tablet,0,0,0
4074,54,Femenino,Alto,4,10.3,Cine,Tablet,0,1,0
4075,50,Femenino,Medio,5,5.9,Conciertos,Mobile,1,0,0
4076,43,Femenino,Medio,2,3.3,Cine,Desktop,1,1,0
4077,54,Otro,Medio,2,1.1,Otro,Tablet,0,1,0
4078,47,Masculino,Medio,0,1.1,Conciertos,Desktop,0,0,0
4079,19,Femenino,Bajo,0,6.6,Deportes,Mobile,0,1,0
4080,21,Femenino,Bajo,4,5.1,Deportes,Mobile,0,1,0
4081,28,Femenino,Medio,1,4.4,Teatro,Desktop,0,0,0
4082,30,Femenino,Medio,4,14.0,Deportes,Mobile,0,0,0
4083,46,Femenino,Medio,4,17.1,Conciertos,Tablet,0,1,0
4084,44,Femenino,Bajo,1,8.0,Deportes,Desktop,1,0,0
4085,18,Otro,Bajo,0,2.4,Cine,Mobile,1,1,1
4086,41,Masculino,Medio,0,17.2,Teatro,Mobile,1,0,0
4087,49,Femenino,Medio,3,0.9,Deportes,Mobile,1,1,1
4088,61,Masculino,Medio,0,3.1,Teatro,Mobile,0,1,0
4089,18,Femenino,Bajo,5,6.0,Otro,Mobile,0,0,0
4090,47,Femenino,Medio,0,3.3,Teatro,Tablet,0,1,1
4091,64,Masculino,Medio,0,2.8,Conciertos,Desktop,0,0,1
4092,40,Femenino,Bajo,0,5.7,Conciertos,Mobile,0,0,1
4093,33,Masculino,Bajo,1,4.0,Cine,Mobile,0,0,0
4094,45,Masculino,Medio,2,1.1,Cine,Desktop,0,0,1
4095,29,Femenino,Bajo,3,6.2,Conciertos,Mobile,0,1,1
4096,43,Femenino,Bajo,0,2.3,Teatro,Tablet,0,0,0
4097,60,Femenino,Medio,3,5.3,Teatro,Desktop,1,0,0
4098,60,Masculino,Medio,2,17.4,Cine,Mobile,0,0,1
4099,33,Otro,Bajo,4,6.8,Teatro,Desktop,1,0,0
4100,47,Femenino,Medio,1,3.8,Cine,Desktop,0,0,0
4101,46,Otro,Medio,2,7.6,Otro,Mobile,0,1,0
4102,37,Femenino,Medio,1,13.1,Conciertos,Mobile,0,1,0
4103,39,Otro,Bajo,3,1.6,Cine,Tablet,1,1,0
4104,57,Masculino,Medio,2,1.6,Teatro,Desktop,0,0,0
4105,41,Femenino,Medio,0,6.6,Otro,Tablet,0,1,0
4106,53,Masculino,Medio,0,3.4,Cine,Desktop,0,1,0
4107,18,Otro,Medio,1,7.7,Deportes,Mobile,0,1,0
4108,53,Otro,Alto,1,4.6,Otro,Desktop,0,1,0
4109,47,Femenino,Medio,2,2.9,Conciertos,Desktop,0,1,0
4110,33,Otro,Bajo,1,2.7,Cine,Mobile,0,0,0
4111,34,Masculino,Bajo,3,0.2,Teatro,Desktop,0,0,0
4112,49,Masculino,Medio,2,1.7,Deportes,Tablet,0,1,0
4113,23,Masculino,Bajo,4,0.7,Cine,Mobile,0,1,0
4114,34,Otro,Bajo,4,6.2,Conciertos,Desktop,0,1,0
4115,25,Masculino,Bajo,3,4.0,Otro,Tablet,1,0,0
4116,35,Femenino,Bajo,6,16.8,Cine,Mobile,1,0,0
4117,27,Otro,Bajo,3,2.9,Deportes,Mobile,0,0,1
4118,42,Otro,Medio,1,11.2,Teatro,Tablet,0,0,0
4119,33,Masculino,Medio,2,9.8,Deportes,Desktop,0,0,0
4120,69,Masculino,Medio,2,19.9,Teatro,Desktop,0,1,0
4121,23,Otro,Medio,9,2.8,Teatro,Tablet,1,0,0
4122,30,Otro,Bajo,3,0.1,Teatro,Mobile,0,1,1
4123,32,Otro,Medio,3,6.9,Teatro,Tablet,1,1,0
4124,48,Femenino,Bajo,3,4.0,Deportes,Tablet,0,1,0
4125,23,Masculino,Bajo,1,1.7,Otro,Mobile,0,1,0
4126,28,Femenino,Medio,2,0.3,Deportes,Desktop,0,0,0
4127,32,Femenino,Bajo,9,16.5,Teatro,Mobile,0,0,0
4128,18,Otro,Bajo,3,8.2,Cine,Mobile,1,1,0
4129,18,Otro,Bajo,1,5.4,Deportes,Mobile,0,0,1
4130,43,Otro,Medio,1,1.4,Cine,Mobile,0,0,0
4131,48,Masculino,Medio,2,6.9,Teatro,Mobile,1,0,1
4132,37,Masculino,Medio,1,4.9,Teatro,Desktop,1,1,0
4133,38,Masculino,Medio,5,5.6,Cine,Mobile,1,1,0
4134,34,Masculino,Bajo,6,3.3,Deportes,Mobile,0,0,0
4135,54,Femenino,Medio,3,7.5,Otro,Tablet,0,0,0
4136,41,Otro,Medio,1,4.4,Otro,Tablet,1,1,1
4137,38,Otro,Bajo,1,7.0,Cine,Mobile,0,1,0
4138,48,Masculino,Bajo,3,3.2,Deportes,Tablet,1,0,0
4139,42,Otro,Bajo,0,1.7,Cine,Desktop,0,1,1
4140,18,Femenino,Bajo,1,0.4,Conciertos,Desktop,0,1,0
4141,26,Femenino,Medio,5,1.4,Conciertos,Tablet,1,0,0
4142,24,Otro,Bajo,2,5.2,Deportes,Desktop,0,0,0
4143,38,Masculino,Bajo,1,1.7,Teatro,Mobile,0,0,0
4144,35,Otro,Medio,2,0.5,Conciertos,Tablet,0,0,0
4145,26,Femenino,Bajo,3,0.3,Teatro,Mobile,0,1,0
4146,45,Femenino,Bajo,1,11.8,Conciertos,Tablet,0,0,1
4147,33,Femenino,Bajo,3,2.0,Cine,Mobile,1,1,0
4148,65,Femenino,Alto,4,7.0,Cine,Desktop,0,0,0
4149,47,Masculino,Medio,0,9.3,Cine,Tablet,0,0,0
4150,37,Otro,Medio,0,0.1,Otro,Mobile,0,1,0
4151,51,Masculino,Medio,1,0.1,Cine,Desktop,1,0,0
4152,55,Masculino,Bajo,0,1.1,Otro,Desktop,0,0,0
4153,33,Otro,Bajo,1,0.2,Otro,Mobile,0,1,0
4154,35,Otro,Bajo,2,4.5,Conciertos,Mobile,1,1,0
4155,36,Otro,Medio,3,0.2,Cine,Mobile,0,0,0
4156,45,Otro,Medio,2,6.3,Cine,Desktop,0,1,0
4157,55,Otro,Medio,2,5.5,Teatro,Desktop,1,1,0
4158,25,Femenino,Bajo,5,9.3,Otro,Mobile,0,0,0
4159,18,Masculino,Medio,2,1.0,Cine,Mobile,0,1,0
4160,63,Otro,Medio,2,4.6,Otro,Desktop,0,1,0
4161,50,Masculino,Medio,0,1.0,Cine,Mobile,1,0,1
4162,41,Otro,Medio,3,3.2,Teatro,Tablet,0,0,0
4163,38,Otro,Bajo,6,4.4,Conciertos,Mobile,1,0,0
4164,31,Femenino,Medio,3,4.1,Cine,Tablet,0,0,0
4165,23,Femenino,Bajo,4,10.0,Otro,Mobile,0,1,1
4166,39,Femenino,Bajo,1,2.7,Teatro,Mobile,1,0,0
4167,18,Femenino,Medio,0,2.9,Cine,Tablet,0,0,0
4168,44,Masculino,Medio,1,11.0,Deportes,Desktop,1,0,0
4169,53,Masculino,Medio,1,0.7,Cine,Mobile,0,0,0
4170,35,Otro,Bajo,5,5.7,Cine,Mobile,0,0,0
4171,49,Masculino,Medio,3,2.4,Conciertos,Desktop,0,1,0
4172,29,Otro,Bajo,4,0.2,Cine,Mobile,1,0,0
4173,64,Femenino,Medio,1,5.6,Conciertos,Tablet,1,1,1
4174,42,Femenino,Medio,3,12.8,Otro,Mobile,0,1,1
4175,30,Otro,Medio,2,1.1,Deportes,Mobile,0,0,0
4176,41,Otro,Medio,1,8.9,Deportes,Desktop,0,1,1
4177,54,Masculino,Medio,1,12.4,Teatro,Tablet,0,1,1
4178,44,Otro,Bajo,2,0.6,Conciertos,Mobile,0,0,0
4179,34,Masculino,Medio,3,3.8,Deportes,Mobile,1,0,0
4180,32,Femenino,Medio,0,4.4,Deportes,Tablet,0,0,0
4181,28,Masculino,Bajo,3,6.2,Teatro,Desktop,0,0,0
4182,30,Femenino,Bajo,4,2.2,Teatro,Mobile,0,1,0
4183,23,Otro,Bajo,1,20.3,Deportes,Mobile,1,1,1
4184,34,Femenino,Medio,2,6.1,Otro,Mobile,0,1,0
4185,50,Otro,Medio,0,1.6,Cine,Tablet,0,0,0
4186,32,Femenino,Medio,4,3.5,Otro,Mobile,0,0,0
4187,72,Femenino,Medio,0,3.1,Teatro,Tablet,0,1,0
4188,75,Masculino,Medio,0,3.2,Otro,Mobile,1,1,1
4189,44,Femenino,Medio,0,0.5,Cine,Mobile,0,1,0
4190,39,Masculino,Medio,0,0.7,Conciertos,Mobile,0,0,0
4191,33,Otro,Medio,7,13.8,Deportes,Tablet,0,1,0
4192,22,Otro,Medio,6,1.7,Otro,Mobile,0,0,0
4193,27,Masculino,Bajo,6,6.5,Otro,Mobile,0,1,0
4194,28,Masculino,Medio,3,3.6,Teatro,Desktop,0,0,0
4195,20,Femenino,Bajo,3,0.4,Conciertos,Mobile,0,1,0
4196,30,Otro,Bajo,4,1.3,Conciertos,Mobile,1,1,0
4197,41,Otro,Medio,0,10.8,Conciertos,Mobile,0,0,0
4198,26,Otro,Bajo,2,0.8,Cine,Desktop,0,0,1
4199,21,Femenino,Medio,3,0.5,Deportes,Tablet,0,1,0
4200,31,Otro,Bajo,2,5.3,Cine,Mobile,1,0,0
4201,25,Masculino,Medio,9,5.6,Conciertos,Mobile,0,1,1
4202,27,Masculino,Bajo,1,5.7,Teatro,Desktop,0,0,0
4203,24,Masculino,Bajo,2,1.8,Cine,Desktop,1,0,0
4204,18,Femenino,Bajo,7,4.2,Cine,Mobile,0,0,0
4205,18,Masculino,Bajo,6,6.4,Conciertos,Mobile,1,1,0
4206,22,Otro,Medio,0,4.0,Conciertos,Mobile,1,0,0
4207,36,Masculino,Bajo,2,7.3,Conciertos,Mobile,0,0,0
4208,29,Otro,Bajo,2,6.6,Cine,Tablet,1,0,1
4209,49,Femenino,Medio,0,7.3,Cine,Tablet,1,0,1
4210,20,Masculino,Bajo,3,0.8,Conciertos,Desktop,1,0,1
4211,63,Femenino,Medio,0,4.1,Deportes,Desktop,0,1,0
4212,48,Femenino,Medio,2,13.4,Teatro,Mobile,0,0,1
4213,36,Otro,Medio,4,9.4,Teatro,Desktop,0,0,0
4214,59,Masculino,Medio,1,4.1,Teatro,Desktop,0,1,0
4215,44,Femenino,Medio,1,9.6,Otro,Mobile,0,0,1
4216,22,Masculino,Bajo,1,2.8,Otro,Mobile,0,0,0
4217,31,Otro,Bajo,7,4.5,Deportes,Mobile,0,1,0
4218,33,Masculino,Bajo,2,4.6,Conciertos,Desktop,1,1,0
4219,54,Otro,Alto,3,9.9,Teatro,Desktop,1,0,1
4220,40,Masculino,Bajo,3,1.2,Deportes,Mobile,0,0,0
4221,48,Femenino,Medio,0,6.0,Otro,Mobile,0,0,0
4222,23,Femenino,Bajo,3,33.5,Conciertos,Mobile,0,0,0
4223,46,Otro,Medio,1,4.0,Otro,Mobile,1,1,0
4224,41,Otro,Medio,5,3.6,Teatro,Desktop,0,1,0
4225,56,Otro,Medio,3,10.2,Conciertos,Desktop,0,0,0
4226,35,Masculino,Medio,6,6.4,Conciertos,Mobile,1,0,1
4227,41,Otro,Bajo,0,9.1,Cine,Desktop,0,0,0
4228,46,Femenino,Medio,0,6.3,Otro,Tablet,0,0,0
4229,71,Masculino,Alto,2,3.2,Teatro,Desktop,0,1,0
4230,37,Masculino,Bajo,0,2.1,Conciertos,Tablet,0,0,0
4231,38,Femenino,Bajo,2,4.5,Cine,Mobile,0,1,0
4232,33,Femenino,Bajo,3,0.7,Otro,Mobile,0,0,0
4233,18,Masculino,Bajo,4,0.3,Deportes,Mobile,0,0,0
4234,18,Masculino,Bajo,4,1.9,Conciertos,Mobile,1,0,0
4235,41,Femenino,Medio,1,5.6,Deportes,Tablet,0,1,0
4236,36,Femenino,Bajo,5,9.1,Deportes,Mobile,0,1,0
4237,47,Femenino,Medio,3,1.8,Cine,Desktop,0,0,0
4238,36,Masculino,Medio,1,8.6,Otro,Mobile,1,1,0
4239,31,Masculino,Medio,5,3.2,Teatro,Tablet,1,1,0
4240,49,Femenino,Medio,1,0.7,Otro,Desktop,1,0,0
4241,30,Femenino,Bajo,1,9.5,Teatro,Mobile,1,1,0
4242,18,Otro,Medio,8,1.2,Teatro,Tablet,0,0,0
4243,64,Masculino,Medio,1,4.6,Teatro,Desktop,0,1,0
4244,42,Masculino,Bajo,1,5.5,Otro,Desktop,0,1,0
4245,32,Masculino,Bajo,4,2.1,Conciertos,Mobile,0,0,1
4246,42,Otro,Medio,4,2.2,Conciertos,Desktop,1,0,0
4247,70,Masculino,Alto,1,3.0,Cine,Mobile,0,0,1
4248,27,Otro,Medio,3,4.7,Conciertos,Desktop,1,1,0
4249,39,Masculino,Medio,3,13.7,Teatro,Desktop,1,1,1
4250,18,Otro,Medio,7,1.6,Deportes,Mobile,0,1,0
4251,30,Masculino,Medio,7,0.1,Deportes,Mobile,0,1,0
4252,48,Otro,Medio,0,6.1,Deportes,Mobile,0,1,0
4253,28,Femenino,Bajo,4,3.4,Cine,Mobile,1,1,0
4254,21,Masculino,Bajo,2,2.6,Teatro,Mobile,0,1,0
4255,35,Femenino,Bajo,5,2.7,Cine,Mobile,0,1,0
4256,53,Otro,Medio,1,14.2,Otro,Mobile,0,0,0
4257,52,Otro,Medio,0,2.8,Conciertos,Desktop,1,0,0
4258,18,Otro,Medio,4,7.0,Conciertos,Tablet,0,1,0
4259,51,Femenino,Medio,3,0.6,Teatro,Mobile,0,1,0
4260,20,Masculino,Bajo,3,0.1,Teatro,Mobile,0,1,0
4261,44,Otro,Medio,4,5.3,Conciertos,Tablet,0,1,0
4262,18,Femenino,Bajo,0,14.3,Conciertos,Mobile,0,1,1
4263,44,Otro,Medio,2,2.3,Otro,Tablet,0,1,0
4264,46,Masculino,Medio,1,0.1,Deportes,Mobile,1,0,0
4265,47,Masculino,Medio,2,0.1,Cine,Mobile,0,0,0
4266,35,Femenino,Bajo,4,8.8,Otro,Mobile,0,0,0
4267,29,Masculino,Bajo,4,1.3,Otro,Mobile,0,1,0
4268,40,Femenino,Medio,1,0.2,Otro,Mobile,0,1,0
4269,47,Masculino,Medio,2,0.8,Teatro,Tablet,0,1,0
4270,27,Masculino,Bajo,1,4.6,Otro,Mobile,1,0,0
4271,36,Masculino,Bajo,2,0.7,Conciertos,Mobile,0,0,0
4272,21,Femenino,Bajo,1,14.5,Deportes,Mobile,0,0,0
4273,49,Masculino,Medio,0,1.6,Cine,Tablet,0,0,1
4274,55,Masculino,Medio,1,0.6,Deportes,Mobile,1,1,0
4275,18,Otro,Medio,3,2.6,Teatro,Tablet,0,0,0
4276,29,Femenino,Bajo,1,0.5,Otro,Mobile,0,1,0
4277,32,Masculino,Medio,4,4.0,Conciertos,Tablet,1,1,0
4278,26,Femenino,Bajo,3,0.5,Teatro,Mobile,0,1,0
4279,40,Otro,Medio,1,1.9,Conciertos,Mobile,0,0,0
4280,19,Femenino,Bajo,9,2.7,Conciertos,Mobile,0,0,0
4281,47,Masculino,Medio,0,7.1,Teatro,Desktop,0,0,0
4282,20,Masculino,Bajo,1,0.0,Cine,Mobile,0,1,0
4283,33,Otro,Medio,7,31.0,Teatro,Mobile,1,1,0
4284,43,Otro,Medio,1,2.1,Cine,Desktop,0,1,0
4285,38,Otro,Bajo,0,3.9,Teatro,Mobile,1,1,1
4286,18,Otro,Bajo,4,3.3,Conciertos,Tablet,1,0,1
4287,45,Masculino,Medio,0,3.7,Teatro,Mobile,1,1,0
4288,41,Femenino,Medio,4,2.5,Cine,Desktop,0,0,0
4289,28,Masculino,Bajo,1,6.6,Cine,Mobile,0,1,0
4290,21,Femenino,Bajo,1,0.4,Conciertos,Desktop,1,1,0
4291,43,Masculino,Bajo,0,8.7,Teatro,Tablet,0,0,0
4292,18,Femenino,Bajo,2,4.0,Conciertos,Mobile,1,1,0
4293,26,Femenino,Bajo,7,1.5,Deportes,Tablet,0,0,0
4294,18,Otro,Bajo,0,0.4,Conciertos,Tablet,0,0,0
4295,38,Femenino,Bajo,2,1.6,Conciertos,Mobile,1,1,1
4296,40,Masculino,Medio,6,4.8,Deportes,Mobile,0,1,0
4297,50,Otro,Medio,4,0.8,Otro,Tablet,1,1,1
4298,54,Otro,Medio,1,1.3,Teatro,Mobile,0,0,0
4299,25,Masculino,Bajo,1,4.3,Deportes,Mobile,1,0,0
4300,41,Masculino,Bajo,3,10.1,Teatro,Tablet,0,0,1
4301,52,Femenino,Medio,2,4.8,Deportes,Desktop,0,1,0
4302,42,Femenino,Medio,1,3.6,Cine,Desktop,0,0,0
4303,34,Masculino,Bajo,7,3.5,Cine,Mobile,0,1,0
4304,42,Masculino,Bajo,3,2.0,Conciertos,Desktop,0,1,0
4305,32,Otro,Bajo,2,5.7,Cine,Mobile,0,0,0
4306,62,Masculino,Medio,1,7.4,Cine,Desktop,0,1,1
4307,57,Femenino,Medio,0,0.8,Otro,Tablet,0,0,0
4308,26,Otro,Medio,4,10.1,Conciertos,Tablet,1,1,0
4309,34,Femenino,Bajo,1,1.2,Deportes,Mobile,1,1,0
4310,39,Femenino,Medio,5,4.2,Teatro,Mobile,0,1,1
4311,52,Otro,Bajo,3,5.0,Deportes,Desktop,0,0,0
4312,34,Otro,Bajo,14,12.7,Deportes,Tablet,1,0,0
4313,18,Masculino,Bajo,2,2.9,Conciertos,Mobile,0,1,0
4314,47,Otro,Medio,2,3.0,Cine,Tablet,0,1,0
4315,31,Femenino,Medio,2,3.3,Cine,Mobile,0,0,0
4316,24,Femenino,Medio,3,6.1,Conciertos,Mobile,0,1,0
4317,18,Femenino,Bajo,8,0.6,Otro,Desktop,1,0,0
4318,40,Masculino,Medio,3,0.5,Teatro,Mobile,0,1,0
4319,71,Femenino,Alto,1,8.4,Deportes,Desktop,0,1,1
4320,50,Femenino,Medio,1,1.9,Teatro,Desktop,0,1,0
4321,53,Otro,Medio,0,6.2,Deportes,Tablet,0,0,1
4322,42,Femenino,Medio,2,0.4,Teatro,Mobile,0,1,0
4323,50,Otro,Medio,4,7.0,Deportes,Tablet,0,0,0
4324,18,Masculino,Bajo,1,1.2,Teatro,Mobile,1,0,0
4325,38,Masculino,Medio,2,1.9,Deportes,Mobile,1,1,0
4326,18,Otro,Bajo,1,8.3,Deportes,Mobile,0,0,1
4327,18,Masculino,Bajo,8,2.2,Deportes,Tablet,1,1,0
4328,46,Masculino,Medio,1,1.3,Conciertos,Mobile,1,0,1
4329,36,Masculino,Bajo,0,0.8,Cine,Mobile,0,1,0
4330,28,Femenino,Medio,1,0.0,Otro,Mobile,1,1,0
4331,58,Masculino,Medio,1,9.0,Cine,Mobile,0,1,0
4332,36,Otro,Medio,1,7.0,Teatro,Desktop,1,1,1
4333,45,Otro,Bajo,0,2.9,Teatro,Mobile,0,1,0
4334,28,Femenino,Bajo,4,0.4,Teatro,Mobile,1,0,0
4335,51,Otro,Medio,2,3.8,Otro,Desktop,0,1,0
4336,47,Femenino,Medio,0,1.5,Deportes,Desktop,0,1,1
4337,18,Masculino,Bajo,1,0.3,Deportes,Mobile,0,0,0
